driver,race,PredictedGapToPole,ActualGapToPole,real_time_seconds,ActualPole,Error,PredTime,PredPosition,ActualPosition,PositionError
ALB,Belgian Grand Prix,1.0622410172232366,0.6389999999999958,101.201,100.562,0.4232410172232408,101.62424101722324,6,5,1
ALO,Belgian Grand Prix,1.6257503064282701,1.8230000000000075,102.385,100.562,0.19724969357173738,102.18775030642827,16,19,3
ANT,Belgian Grand Prix,1.5814944072800516,1.5769999999999982,102.139,100.562,0.0044944072800534585,102.14349440728004,15,18,3
BEA,Belgian Grand Prix,1.1622115740702792,1.0550000000000068,101.617,100.562,0.10721157407027238,101.72421157407028,9,12,3
BOR,Belgian Grand Prix,1.8776232821548664,0.7740000000000009,101.336,100.562,1.1036232821548655,102.43962328215487,20,10,10
COL,Belgian Grand Prix,1.740404711345437,1.460000000000008,102.022,100.562,0.2804047113454291,102.30240471134543,18,17,1
GAS,Belgian Grand Prix,1.47390087803599,1.070999999999998,101.633,100.562,0.40290087803599195,102.03590087803599,14,13,1
HAD,Belgian Grand Prix,1.1302110659562246,0.7190000000000083,101.281,100.562,0.41121106595621626,101.69221106595623,7,8,1
HAM,Belgian Grand Prix,1.25912435826362,1.1020000000000039,101.664,100.562,0.15712435826361615,101.82112435826362,13,14,1
HUL,Belgian Grand Prix,1.1353356842215154,1.144999999999996,101.707,100.562,0.009664315778480592,101.69733568422151,8,16,8
LAW,Belgian Grand Prix,1.226828955123299,0.7349999999999994,101.297,100.562,0.4918289551232995,101.7888289551233,11,9,2
LEC,Belgian Grand Prix,0.44063969803946973,0.33800000000000807,100.9,100.562,0.10263969803946166,101.00263969803947,3,3,0
NOR,Belgian Grand Prix,0.3594011317554766,0.0,100.562,100.562,0.3594011317554766,100.92140113175547,2,1,1
OCO,Belgian Grand Prix,1.7206959397258914,0.9630000000000081,101.525,100.562,0.7576959397258833,102.28269593972588,17,11,6
PIA,Belgian Grand Prix,0.7794650777703991,0.06400000000000716,100.626,100.562,0.7154650777703919,101.3414650777704,4,2,2
RUS,Belgian Grand Prix,1.0006985353968383,0.6920000000000073,101.254,100.562,0.308698535396831,101.56269853539683,5,7,2
SAI,Belgian Grand Prix,1.2325188789842358,1.1290000000000049,101.691,100.562,0.10351887898423096,101.79451887898423,12,15,3
STR,Belgian Grand Prix,1.8728001871804678,1.9399999999999977,102.502,100.562,0.06719981281952991,102.43480018718047,19,20,1
TSU,Belgian Grand Prix,1.1975823976908455,0.6830000000000069,101.245,100.562,0.5145823976908386,101.75958239769085,10,6,4
VER,Belgian Grand Prix,0.19803424386469556,0.3410000000000082,100.903,100.562,0.14296575613531262,100.7600342438647,1,4,3
ALB,Hungarian Grand Prix,1.320399428751633,1.3329999999999984,76.223,74.89,0.012600571248365444,76.21039942875163,15,20,5
ALO,Hungarian Grand Prix,1.163922473323667,0.39100000000000534,75.281,74.89,0.7729224733236617,76.05392247332367,12,5,7
ANT,Hungarian Grand Prix,0.8050830850268402,0.8029999999999973,75.693,74.89,0.002083085026842957,75.69508308502684,6,12,6
BEA,Hungarian Grand Prix,1.0945208329118152,0.804000000000002,75.694,74.89,0.2905208329118132,75.98452083291181,9,13,4
BOR,Hungarian Grand Prix,1.568842806106574,0.695999999999998,75.586,74.89,0.872842806106576,76.45884280610657,18,9,9
COL,Hungarian Grand Prix,1.4190549895970703,0.9849999999999994,75.875,74.89,0.4340549895970709,76.30905498959707,17,15,2
GAS,Hungarian Grand Prix,1.789202548853117,1.0759999999999934,75.966,74.89,0.7132025488531235,76.67920254885311,20,17,3
HAD,Hungarian Grand Prix,1.1561142793687216,0.5789999999999935,75.469,74.89,0.5771142793687281,76.04611427936872,11,7,4
HAM,Hungarian Grand Prix,0.7089217384533577,0.8119999999999976,75.702,74.89,0.1030782615466399,75.59892173845336,5,14,9
HUL,Hungarian Grand Prix,1.3685558601022167,1.1910000000000025,76.081,74.89,0.17755586010221425,76.25855586010222,16,19,3
LAW,Hungarian Grand Prix,1.2381052037323377,0.7399999999999949,75.63,74.89,0.4981052037323428,76.12810520373233,13,10,3
LEC,Hungarian Grand Prix,0.34731030990634293,0.4819999999999993,75.372,74.89,0.1346896900936564,75.23731030990635,2,6,4
NOR,Hungarian Grand Prix,0.6290191990547631,0.0,74.89,74.89,0.6290191990547631,75.51901919905477,3,1,2
OCO,Hungarian Grand Prix,1.7766115688356934,1.1329999999999956,76.023,74.89,0.6436115688356978,76.66661156883569,19,18,1
PIA,Hungarian Grand Prix,0.6615752629163405,0.05100000000000193,74.941,74.89,0.6105752629163386,75.55157526291634,4,2,2
RUS,Hungarian Grand Prix,0.8214179751484455,0.31099999999999284,75.201,74.89,0.5104179751484527,75.71141797514845,7,4,3
SAI,Hungarian Grand Prix,0.9982070538523331,0.7620000000000005,75.652,74.89,0.23620705385233265,75.88820705385234,8,11,3
STR,Hungarian Grand Prix,1.1068369435846461,0.23900000000000432,75.129,74.89,0.8678369435846418,75.99683694358464,10,3,7
TSU,Hungarian Grand Prix,1.2568328095423293,1.0090000000000003,75.899,74.89,0.247832809542329,76.14683280954233,14,16,2
VER,Hungarian Grand Prix,0.3394525579731602,0.6569999999999965,75.547,74.89,0.31754744202683627,75.22945255797316,1,8,7
ALB,Italian Grand Prix,1.1091675380974901,0.7909999999999968,79.583,78.792,0.3181675380974933,79.9011675380975,13,14,1
ALO,Italian Grand Prix,0.7797979978356471,0.5699999999999932,79.362,78.792,0.2097979978356539,79.57179799783565,9,9,0
ANT,Italian Grand Prix,0.36088239218309703,0.40800000000000125,79.2,78.792,0.04711760781690422,79.1528823921831,4,7,3
BEA,Italian Grand Prix,0.960264871920167,0.6539999999999964,79.446,78.792,0.3062648719201706,79.75226487192018,12,11,1
BOR,Italian Grand Prix,1.2631358387054623,0.5309999999999917,79.323,78.792,0.7321358387054706,80.05513583870547,15,8,7
COL,Italian Grand Prix,1.4362962716276173,1.2000000000000028,79.992,78.792,0.23629627162761446,80.22829627162761,17,18,1
GAS,Italian Grand Prix,1.9288881202113584,1.3109999999999928,80.103,78.792,0.6178881202113655,80.72088812021136,20,19,1
HAD,Italian Grand Prix,1.370937600289516,1.125,79.917,78.792,0.24593760028951595,80.16293760028952,16,16,0
HAM,Italian Grand Prix,0.372635542291323,0.33199999999999363,79.124,78.792,0.040635542291329374,79.16463554229132,5,5,0
HUL,Italian Grand Prix,0.9342718794314895,0.7060000000000031,79.498,78.792,0.2282718794314864,79.7262718794315,11,12,1
LAW,Italian Grand Prix,1.508449216262241,1.4869999999999948,80.279,78.792,0.021449216262246162,80.30044921626224,19,20,1
LEC,Italian Grand Prix,0.24098689650247196,0.2150000000000034,79.007,78.792,0.02598689650246855,79.03298689650248,2,4,2
NOR,Italian Grand Prix,0.25680643034930056,0.07699999999999818,78.869,78.792,0.17980643034930238,79.0488064303493,3,2,1
OCO,Italian Grand Prix,1.259664504257295,0.914999999999992,79.707,78.792,0.3446645042573029,80.0516645042573,14,15,1
PIA,Italian Grand Prix,0.37868669629444307,0.18999999999999773,78.982,78.792,0.18868669629444534,79.17068669629444,6,3,3
RUS,Italian Grand Prix,0.40684888969836625,0.3649999999999949,79.157,78.792,0.04184888969837136,79.19884888969837,7,6,1
SAI,Italian Grand Prix,0.614286829743136,0.7360000000000042,79.528,78.792,0.12171317025686823,79.40628682974314,8,13,5
STR,Italian Grand Prix,1.4469981792355453,1.1559999999999917,79.948,78.792,0.2909981792355536,80.23899817923555,18,17,1
TSU,Italian Grand Prix,0.9130488133919668,0.6410000000000053,79.433,78.792,0.2720488133919614,79.70504881339197,10,10,0
VER,Italian Grand Prix,0.030928835205374965,0.0,78.792,78.792,0.030928835205374965,78.82292883520537,1,1,0
ALB,Azerbaijan Grand Prix,1.7213820838683769,2.6610000000000014,103.778,101.117,0.9396179161316245,102.83838208386838,18,20,2
ALO,Azerbaijan Grand Prix,0.7294323975566923,0.7399999999999949,101.857,101.117,0.01056760244330257,101.8464323975567,6,12,6
ANT,Azerbaijan Grand Prix,0.27076931345609,0.3469999999999942,101.464,101.117,0.07623068654390419,101.38776931345609,2,6,4
BEA,Azerbaijan Grand Prix,1.7073179084472168,1.5489999999999924,102.666,101.117,0.15831790844722438,102.82431790844723,17,15,2
BOR,Azerbaijan Grand Prix,1.686359756446644,1.1599999999999966,102.277,101.117,0.5263597564466473,102.80335975644665,16,14,2
COL,Azerbaijan Grand Prix,1.6144929273653905,1.661999999999992,102.779,101.117,0.04750707263460141,102.7314929273654,15,16,1
GAS,Azerbaijan Grand Prix,2.208441210602266,2.0219999999999914,103.139,101.117,0.1864412106022746,103.32544121060226,19,19,0
HAD,Azerbaijan Grand Prix,1.241475337645808,0.5300000000000011,101.647,101.117,0.711475337645807,102.35847533764581,13,9,4
HAM,Azerbaijan Grand Prix,0.9596119589345885,0.7039999999999935,101.821,101.117,0.255611958934595,102.07661195893459,8,11,3
HUL,Azerbaijan Grand Prix,1.4493273137530998,1.7989999999999924,102.916,101.117,0.34967268624689263,102.5663273137531,14,17,3
LAW,Azerbaijan Grand Prix,0.9623165507342019,0.4200000000000017,101.537,101.117,0.5423165507342002,102.0793165507342,9,7,2
LEC,Azerbaijan Grand Prix,0.6620555852520442,0.340999999999994,101.458,101.117,0.32105558525205025,101.77905558525205,5,5,0
NOR,Azerbaijan Grand Prix,0.9632793988687582,0.2049999999999983,101.322,101.117,0.75827939886876,102.08027939886877,10,2,8
OCO,Azerbaijan Grand Prix,2.4238760475006123,1.8870000000000005,103.004,101.117,0.5368760475006118,103.54087604750062,20,18,2
PIA,Azerbaijan Grand Prix,0.6257351682975294,0.29699999999999704,101.414,101.117,0.32873516829753235,101.74273516829753,4,3,1
RUS,Azerbaijan Grand Prix,1.0213026753312242,0.33799999999999386,101.455,101.117,0.6833026753312303,102.13830267533123,11,4,7
SAI,Azerbaijan Grand Prix,0.48277189604567283,0.47799999999999443,101.595,101.117,0.004771896045678403,101.59977189604568,3,8,5
STR,Azerbaijan Grand Prix,1.1146057602500752,0.9839999999999947,102.101,101.117,0.13060576025008053,102.23160576025008,12,13,1
TSU,Azerbaijan Grand Prix,0.8799116682615145,0.6709999999999923,101.788,101.117,0.2089116682615222,101.99691166826152,7,10,3
VER,Azerbaijan Grand Prix,0.0,0.0,101.117,101.117,0.0,101.117,1,1,0
ALB,Singapore Grand Prix,1.2378708860796,1.043999999999997,90.202,89.158,0.193870886079603,90.3958708860796,14,12,2
ALO,Singapore Grand Prix,0.7094253139175648,0.796999999999997,89.955,89.158,0.08757468608243224,89.86742531391756,8,10,2
ANT,Singapore Grand Prix,0.4414451028146905,0.3790000000000049,89.537,89.158,0.06244510281468563,89.5994451028147,5,4,1
BEA,Singapore Grand Prix,0.9753099450487919,0.7099999999999937,89.868,89.158,0.2653099450487981,90.1333099450488,11,9,2
BOR,Singapore Grand Prix,7.772554089263206,1.661999999999992,90.82,89.158,6.110554089263214,96.93055408926321,20,16,4
COL,Singapore Grand Prix,1.5874171179382484,1.823999999999998,90.982,89.158,0.2365828820617497,90.74541711793825,17,18,1
GAS,Singapore Grand Prix,1.893904811592508,2.1029999999999944,91.261,89.158,0.20909518840748653,91.05190481159251,18,20,2
HAD,Singapore Grand Prix,0.8022373533209615,0.6880000000000024,89.846,89.158,0.11423735332095908,89.96023735332096,10,8,2
HAM,Singapore Grand Prix,0.5279709887900349,0.5300000000000011,89.688,89.158,0.002029011209966236,89.68597098879003,7,6,1
HUL,Singapore Grand Prix,1.069839788618812,0.9830000000000041,90.141,89.158,0.08683978861880792,90.22783978861881,12,11,1
LAW,Singapore Grand Prix,1.2503459147751552,1.161999999999992,90.32,89.158,0.08834591477516329,90.40834591477515,15,14,1
LEC,Singapore Grand Prix,0.38448809008573986,0.6260000000000048,89.784,89.158,0.2415119099142649,89.54248809008574,4,7,3
NOR,Singapore Grand Prix,0.29492343211796834,0.42799999999999727,89.586,89.158,0.13307656788202893,89.45292343211797,2,5,3
OCO,Singapore Grand Prix,1.976286828657914,1.831000000000003,90.989,89.158,0.14528682865791098,91.13428682865792,19,19,0
PIA,Singapore Grand Prix,0.3717949699275224,0.36599999999999966,89.524,89.158,0.005794969927522764,89.52979496992752,3,3,0
RUS,Singapore Grand Prix,0.4613137245595652,0.0,89.158,89.158,0.4613137245595652,89.61931372455956,6,1,5
SAI,Singapore Grand Prix,0.710833265631994,1.0769999999999982,90.235,89.158,0.3661667343680042,89.86883326563199,9,13,4
STR,Singapore Grand Prix,1.5544201526241581,1.7909999999999968,90.949,89.158,0.2365798473758387,90.71242015262416,16,17,1
TSU,Singapore Grand Prix,1.0816483450043561,1.1949999999999932,90.353,89.158,0.11335165499563704,90.23964834500435,13,15,2
VER,Singapore Grand Prix,0.10075123281825621,0.18200000000000216,89.34,89.158,0.08124876718174595,89.25875123281826,1,2,1
ALB,United States Grand Prix,1.4373768978351595,1.1599999999999966,93.67,92.51,0.27737689783516295,93.94737689783517,14,15,1
ALO,United States Grand Prix,0.7265446344178792,0.6499999999999915,93.16,92.51,0.07654463441788772,93.23654463441788,8,10,2
ANT,United States Grand Prix,0.8368878785181388,0.5339999999999918,93.044,92.51,0.302887878518147,93.34688787851815,9,6,3
BEA,United States Grand Prix,0.9704730832546464,0.6289999999999907,93.139,92.51,0.34147308325465575,93.48047308325465,10,9,1
BOR,United States Grand Prix,1.827378792559025,1.6149999999999949,94.125,92.51,0.21237879255903014,94.33737879255904,17,18,1
COL,United States Grand Prix,1.5721801900409513,1.5289999999999964,94.039,92.51,0.04318019004095497,94.08218019004096,16,17,1
GAS,United States Grand Prix,1.8475739579838755,1.0889999999999986,93.599,92.51,0.7585739579838768,94.35757395798387,18,14,4
HAM,United States Grand Prix,0.4580206831934909,0.402000000000001,92.912,92.51,0.05602068319348985,92.9680206831935,5,5,0
HUL,United States Grand Prix,1.1198138977733978,0.8239999999999981,93.334,92.51,0.2958138977733997,93.6298138977734,12,11,1
LAW,United States Grand Prix,1.1929340464672729,0.8499999999999943,93.36,92.51,0.34293404646727854,93.70293404646728,13,12,1
LEC,United States Grand Prix,0.37463516876594083,0.29699999999999704,92.807,92.51,0.07763516876594379,92.88463516876594,3,3,0
NOR,United States Grand Prix,0.3269946779406132,0.2909999999999968,92.801,92.51,0.03599467794061639,92.83699467794062,2,2,0
OCO,United States Grand Prix,2.069083626526033,1.6259999999999906,94.136,92.51,0.4430836265260423,94.57908362652604,19,19,0
PIA,United States Grand Prix,0.4420951643181353,0.5739999999999981,93.084,92.51,0.1319048356818628,92.95209516431814,4,7,3
RUS,United States Grand Prix,0.5024690139307002,0.3159999999999883,92.826,92.51,0.1864690139307119,93.01246901393071,6,4,2
SAI,United States Grand Prix,0.6597583214795227,0.6139999999999901,93.124,92.51,0.045758321479532627,93.16975832147953,7,8,1
STR,United States Grand Prix,1.5680180982845058,1.367999999999995,93.878,92.51,0.20001809828451078,94.07801809828452,15,16,1
TSU,United States Grand Prix,1.083633119688925,0.9559999999999889,93.466,92.51,0.1276331196889362,93.59363311968893,11,13,2
VER,United States Grand Prix,0.08783133374240307,0.0,92.51,92.51,0.08783133374240307,92.5978313337424,1,1,0
ALB,Mexico City Grand Prix,1.813708434493822,1.9039999999999964,77.49,75.586,0.09029156550617445,77.39970843449382,15,17,2
ALO,Mexico City Grand Prix,1.2439432803043198,1.516999999999996,77.103,75.586,0.27305671969567613,76.82994328030432,11,15,4
ANT,Mexico City Grand Prix,0.49759954062253625,0.5319999999999965,76.118,75.586,0.034400459377460224,76.08359954062253,7,6,1
BEA,Mexico City Grand Prix,1.0327521609855952,0.8739999999999952,76.46,75.586,0.15875216098559997,76.6187521609856,10,10,0
BOR,Mexico City Grand Prix,2.13015776166437,1.8260000000000076,77.412,75.586,0.30415776166436226,77.71615776166436,20,16,4
COL,Mexico City Grand Prix,1.8901365149526437,2.084000000000003,77.67,75.586,0.1938634850473595,77.47613651495264,17,20,3
GAS,Mexico City Grand Prix,2.1043938521126595,1.960000000000008,77.546,75.586,0.14439385211265154,77.69039385211266,19,18,1
HAD,Mexico City Grand Prix,0.8784356691753545,0.6659999999999968,76.252,75.586,0.21243566917535772,76.46443566917536,9,9,0
HAM,Mexico City Grand Prix,0.43116689207193026,0.35200000000000387,75.938,75.586,0.0791668920719264,76.01716689207193,5,3,2
HUL,Mexico City Grand Prix,1.3010251815415756,1.4300000000000068,77.016,75.586,0.12897481845843117,76.88702518154157,13,14,1
LAW,Mexico City Grand Prix,1.8910570533153137,1.375,76.961,75.586,0.5160570533153137,77.4770570533153,18,13,5
LEC,Mexico City Grand Prix,0.3492893143146996,0.26200000000000045,75.848,75.586,0.08728931431469916,75.9352893143147,3,2,1
NOR,Mexico City Grand Prix,0.3352671756698471,0.0,75.586,75.586,0.3352671756698471,75.92126717566984,2,1,1
OCO,Mexico City Grand Prix,1.5999289110435468,1.2510000000000048,76.837,75.586,0.34892891104354207,77.18592891104355,14,12,2
PIA,Mexico City Grand Prix,0.45690157648848373,0.5880000000000081,76.174,75.586,0.13109842351152434,76.04290157648848,6,8,2
RUS,Mexico City Grand Prix,0.5276372014343472,0.4480000000000075,76.034,75.586,0.07963720143433972,76.11363720143434,8,4,4
SAI,Mexico City Grand Prix,0.36153746508876194,0.5859999999999985,76.172,75.586,0.22446253491123658,75.94753746508876,4,7,3
STR,Mexico City Grand Prix,1.8809758980993774,2.019999999999996,77.606,75.586,0.13902410190061865,77.46697589809938,16,19,3
TSU,Mexico City Grand Prix,1.2760969229588857,1.230000000000004,76.816,75.586,0.04609692295888168,76.86209692295888,12,11,1
VER,Mexico City Grand Prix,0.18659901873650003,0.48399999999999466,76.07,75.586,0.2974009812634946,75.7725990187365,1,5,4
ALB,São Paulo Grand Prix,0.8035295591931477,0.5420000000000016,70.053,69.511,0.26152955919314613,70.31452955919315,14,14,0
ALO,São Paulo Grand Prix,0.4899963161209233,0.4900000000000091,70.001,69.511,3.683879085780717e-06,70.00099631612092,6,11,5
ANT,São Paulo Grand Prix,0.19960169369672523,0.1740000000000066,69.685,69.511,0.025601693696718636,69.71060169369672,2,2,0
BEA,São Paulo Grand Prix,0.6909977332419603,0.24399999999999977,69.755,69.511,0.44699773324196057,70.20199773324195,10,3,7
COL,São Paulo Grand Prix,1.1481018965513212,1.1210000000000093,70.632,69.511,0.0271018965513119,70.65910189655132,18,18,0
GAS,São Paulo Grand Prix,0.7731240950550111,0.34600000000000364,69.857,69.511,0.4271240950550075,70.284124095055,13,6,7
HAD,São Paulo Grand Prix,0.4932503277620459,0.4200000000000017,69.931,69.511,0.07325032776204421,70.00425032776204,7,8,1
HAM,São Paulo Grand Prix,0.7015726106009509,0.5050000000000097,70.016,69.511,0.19657261060094122,70.21257261060094,11,12,1
HUL,São Paulo Grand Prix,0.44715859511575295,0.47400000000000375,69.985,69.511,0.026841404884250797,69.95815859511575,5,10,5
LAW,São Paulo Grand Prix,0.6522242070563722,0.43900000000000716,69.95,69.511,0.21322420705636502,70.16322420705637,9,9,0
LEC,São Paulo Grand Prix,0.22500997046517135,0.29000000000000625,69.801,69.511,0.0649900295348349,69.73600997046516,3,4,1
NOR,São Paulo Grand Prix,0.03654769817641987,0.0,69.511,69.511,0.03654769817641987,69.54754769817642,1,1,0
OCO,São Paulo Grand Prix,1.5133440724085125,0.9270000000000067,70.438,69.511,0.5863440724085058,71.02434407240851,19,17,2
PIA,São Paulo Grand Prix,0.42210347524284014,0.32399999999999807,69.835,69.511,0.09810347524284208,69.93310347524283,4,5,1
RUS,São Paulo Grand Prix,0.5177635896792138,0.3689999999999998,69.88,69.511,0.148763589679214,70.02876358967922,8,7,1
SAI,São Paulo Grand Prix,0.7191790342155687,0.6730000000000018,70.184,69.511,0.046179034215566905,70.23017903421557,12,15,3
STR,São Paulo Grand Prix,0.9132101144208852,0.5300000000000011,70.041,69.511,0.38321011442088404,70.42421011442089,16,13,3
TSU,São Paulo Grand Prix,1.0405398968176438,1.2000000000000028,70.711,69.511,0.15946010318235904,70.55153989681764,17,19,2
VER,São Paulo Grand Prix,0.8586640041764084,0.8920000000000101,70.403,69.511,0.033335995823601694,70.3696640041764,15,16,1
ALB,Las Vegas Grand Prix,8.479195968485216,8.286000000000001,116.22,107.934,0.19319596848521492,116.41319596848521,16,16,0
ALO,Las Vegas Grand Prix,1.5023355214079765,1.5319999999999965,109.466,107.934,0.029664478592019927,109.43633552140797,8,7,1
ANT,Las Vegas Grand Prix,8.577970755817647,8.379999999999995,116.314,107.934,0.19797075581765178,116.51197075581764,18,17,1
BEA,Las Vegas Grand Prix,5.7291299411779,5.159999999999997,113.094,107.934,0.5691299411779038,113.6631299411779,14,14,0
BOR,Las Vegas Grand Prix,9.601857656676327,8.740000000000009,116.674,107.934,0.8618576566763174,117.53585765667633,20,18,2
COL,Las Vegas Grand Prix,7.469914256407794,5.749000000000009,113.683,107.934,1.7209142564077844,115.40391425640779,15,15,0
GAS,Las Vegas Grand Prix,2.421865921056756,3.6060000000000088,111.54,107.934,1.1841340789432526,110.35586592105675,10,10,0
HAD,Las Vegas Grand Prix,1.3125218907763647,1.6200000000000045,109.554,107.934,0.30747810922363983,109.24652189077636,7,8,1
HAM,Las Vegas Grand Prix,8.943459614436799,9.180999999999997,117.115,107.934,0.23754038556319834,116.8774596144368,19,20,1
HUL,Las Vegas Grand Prix,5.079255144063875,4.847000000000008,112.781,107.934,0.23225514406386694,113.01325514406388,12,11,1
LAW,Las Vegas Grand Prix,1.7033225253482285,1.1280000000000001,109.062,107.934,0.5753225253482284,109.63732252534822,9,6,3
LEC,Las Vegas Grand Prix,1.067549476899044,1.9380000000000024,109.872,107.934,0.8704505231009585,109.00154947689904,4,9,5
NOR,Las Vegas Grand Prix,0.9898087078351869,0.0,107.934,107.934,0.9898087078351869,108.92380870783518,3,1,2
OCO,Las Vegas Grand Prix,5.195696390690831,5.052999999999997,112.987,107.934,0.1426963906908334,113.12969639069082,13,13,0
PIA,Las Vegas Grand Prix,1.1292890885519036,1.027000000000001,108.961,107.934,0.10228908855190255,109.0632890885519,5,5,0
RUS,Las Vegas Grand Prix,1.1954468395336186,0.8689999999999998,108.803,107.934,0.32644683953361886,109.12944683953361,6,4,2
SAI,Las Vegas Grand Prix,0.8443412735200599,0.362000000000009,108.296,107.934,0.48234127352005096,108.77834127352006,2,3,1
STR,Las Vegas Grand Prix,4.547273298369786,4.915999999999997,112.85,107.934,0.3687267016302105,112.48127329836979,11,12,1
TSU,Las Vegas Grand Prix,8.495074157444131,8.864000000000004,116.798,107.934,0.368925842555873,116.42907415744413,17,19,2
VER,Las Vegas Grand Prix,0.4770759713321169,0.3230000000000075,108.257,107.934,0.15407597133210937,108.41107597133211,1,2,1
ALB,Qatar Grand Prix,1.2442918975112405,1.2420000000000044,80.629,79.387,0.0022918975112360407,80.63129189751125,14,15,1
ALO,Qatar Grand Prix,0.9787460419439914,0.8319999999999936,80.219,79.387,0.14674604194399776,80.36574604194399,9,7,2
ANT,Qatar Grand Prix,0.4809244149334945,0.4590000000000032,79.846,79.387,0.021924414933491343,79.8679244149335,5,5,0
BEA,Qatar Grand Prix,0.9802163063677183,1.051000000000002,80.438,79.387,0.07078369363228365,80.36721630636772,10,13,3
BOR,Qatar Grand Prix,1.290400210961705,1.1470000000000056,80.534,79.387,0.14340021096169941,80.67740021096171,15,14,1
COL,Qatar Grand Prix,1.6860241336183095,1.75,81.137,79.387,0.0639758663816905,81.0730241336183,19,20,1
GAS,Qatar Grand Prix,1.2074873261628354,0.9369999999999976,80.324,79.387,0.27048732616283777,80.59448732616283,12,9,3
HAD,Qatar Grand Prix,0.8259187072653041,0.7270000000000039,80.114,79.387,0.09891870726530028,80.2129187072653,8,6,2
HAM,Qatar Grand Prix,1.3092846902587352,1.519999999999996,80.907,79.387,0.21071530974126085,80.69628469025874,16,18,2
HUL,Qatar Grand Prix,1.1102909636990705,0.965999999999994,80.353,79.387,0.14429096369907657,80.49729096369907,11,11,0
LAW,Qatar Grand Prix,1.2339945955884741,1.0460000000000065,80.433,79.387,0.18799459558846765,80.62099459558847,13,12,1
LEC,Qatar Grand Prix,0.6886704839756271,0.9560000000000031,80.343,79.387,0.26732951602437593,80.07567048397563,6,10,4
NOR,Qatar Grand Prix,0.2881068528340418,0.10800000000000409,79.495,79.387,0.1801068528340377,79.67510685283405,2,2,0
OCO,Qatar Grand Prix,1.9427224561826442,1.4770000000000039,80.864,79.387,0.4657224561826403,81.32972245618265,20,17,3
PIA,Qatar Grand Prix,0.3916735738210271,0.0,79.387,79.387,0.3916735738210271,79.77867357382102,3,1,2
RUS,Qatar Grand Prix,0.47402398102498533,0.2750000000000057,79.662,79.387,0.19902398102497965,79.86102398102499,4,4,0
SAI,Qatar Grand Prix,0.7894840662320424,0.8640000000000043,80.251,79.387,0.07451593376796195,80.17648406623205,7,8,1
STR,Qatar Grand Prix,1.6517220754090305,1.6710000000000065,81.058,79.387,0.019277924590975992,81.03872207540903,18,19,1
TSU,Qatar Grand Prix,1.4843970888732874,1.3739999999999952,80.761,79.387,0.11039708887329214,80.8713970888733,17,16,1
VER,Qatar Grand Prix,0.09676099419297013,0.2639999999999958,79.651,79.387,0.16723900580702566,79.48376099419298,1,3,2
ALB,Abu Dhabi Grand Prix,1.5290012902608279,1.2090000000000032,83.416,82.207,0.3200012902608247,83.73600129026082,19,17,2
ALO,Abu Dhabi Grand Prix,0.8026345140306138,0.6540000000000106,82.861,82.207,0.14863451403060324,83.00963451403061,7,6,1
ANT,Abu Dhabi Grand Prix,1.2401609446723314,0.6870000000000118,82.894,82.207,0.5531609446723196,83.44716094467232,16,8,8
BEA,Abu Dhabi Grand Prix,0.995690680053593,0.8340000000000032,83.041,82.207,0.16169068005358977,83.20269068005359,11,12,1
BOR,Abu Dhabi Grand Prix,1.1681491468163325,0.6670000000000016,82.874,82.207,0.5011491468163309,83.37514914681633,14,7,7
COL,Abu Dhabi Grand Prix,1.4811954613411382,1.683000000000007,83.89,82.207,0.20180453865886872,83.68819546134114,18,20,2
GAS,Abu Dhabi Grand Prix,1.7356484979051041,1.26100000000001,83.468,82.207,0.4746484979050942,83.9426484979051,20,19,1
HAD,Abu Dhabi Grand Prix,0.9245661406285837,0.7900000000000063,82.997,82.207,0.1345661406285774,83.13156614062858,9,10,1
HAM,Abu Dhabi Grand Prix,1.1776348958246192,1.1870000000000118,83.394,82.207,0.009365104175392602,83.38463489582462,15,16,1
HUL,Abu Dhabi Grand Prix,1.3179062852635748,1.2430000000000092,83.45,82.207,0.07490628526356558,83.52490628526357,17,18,1
LAW,Abu Dhabi Grand Prix,1.0164718351263664,0.8700000000000045,83.077,82.207,0.14647183512636186,83.22347183512636,12,14,2
LEC,Abu Dhabi Grand Prix,0.32771927786494226,0.5230000000000103,82.73,82.207,0.19528072213506809,82.53471927786494,3,5,2
NOR,Abu Dhabi Grand Prix,0.24831278590158715,0.20100000000000762,82.408,82.207,0.04731278590157953,82.45531278590158,2,2,0
OCO,Abu Dhabi Grand Prix,1.0666275007846575,0.7060000000000031,82.913,82.207,0.36062750078465444,83.27362750078466,13,9,4
PIA,Abu Dhabi Grand Prix,0.36205227419906094,0.23000000000000398,82.437,82.207,0.13205227419905696,82.56905227419905,4,3,1
RUS,Abu Dhabi Grand Prix,0.39372539974282306,0.4380000000000024,82.645,82.207,0.04427460025717933,82.60072539974281,5,4,1
SAI,Abu Dhabi Grand Prix,0.6496602602857089,0.835000000000008,83.042,82.207,0.18533973971429907,82.85666026028571,6,13,7
STR,Abu Dhabi Grand Prix,0.989227780307839,0.8900000000000006,83.097,82.207,0.09922778030783841,83.19622778030784,10,15,5
TSU,Abu Dhabi Grand Prix,0.8998956765377902,0.8270000000000124,83.034,82.207,0.07289567653777784,83.10689567653779,8,11,3
VER,Abu Dhabi Grand Prix,0.0685828514622028,0.0,82.207,82.207,0.0685828514622028,82.27558285146219,1,1,0
